aa_	aa	Banana bunchy top virus :Banana bunchy top virus:ssDNA(+)::GCF_000847305.1
phaseolus_vulgaris	phaseolus vulgaris	Cowpea aphid-borne mosaic virus :Cowpea aphid-borne mosaic virus:ssRNA(+)::GCF_000861665.1
phaseolus_vulgaris	phaseolus vulgaris	Cowpea polerovirus 1 :Cowpea polerovirus 1:ssRNA(+):Vigna unguiculata:GCF_002080275.1
phaseolus_vulgaris	phaseolus vulgaris	Cucumber green mottle mosaic virus :Cucumber green mottle mosaic virus:ssRNA(+)::GCF_000849225.1
phaseolus_vulgaris	phaseolus vulgaris	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
phaseolus_vulgaris	phaseolus vulgaris	Cytorhabdovirus caricae :Cytorhabdovirus caricae:ssRNA(-):Carica papaya:GCF_013088215.1
phaseolus_vulgaris	phaseolus vulgaris	Dolichos yellow mosaic virus :Dolichos yellow mosaic virus:ssDNA(+/-)::GCF_002822285.1
phaseolus_vulgaris	phaseolus vulgaris	Dolichos yellow mosaic virus :Dolichos yellow mosaic virus:ssDNA(+/-):Lablab purpureus:GCF_001343705.1
phaseolus_vulgaris	phaseolus vulgaris	Faba bean necrotic stunt alphasatellite 1 :Faba bean necrotic stunt alphasatellite 1:ssDNA:Lens culinaris:GCF_000919055.1
phaseolus_vulgaris	phaseolus vulgaris	Faba bean necrotic stunt alphasatellite 2 :Faba bean necrotic stunt alphasatellite 2:ssDNA:Lens culinaris:GCF_000919695.1
phaseolus_vulgaris	phaseolus vulgaris	Faba bean necrotic stunt virus :Faba bean necrotic stunt virus:ssDNA(+):Vicia faba:GCF_000884215.1
phaseolus_vulgaris	phaseolus vulgaris	Faba bean necrotic yellows virus :Faba bean necrotic yellows virus:ssDNA(+):Vicia faba:GCF_000844665.1
phaseolus_vulgaris	phaseolus vulgaris	French bean leaf curl betasatellite-Kanpur :French bean leaf curl betasatellite:ssDNA:Phaseolus vulgaris:GCF_000897335.1
phaseolus_vulgaris	phaseolus vulgaris	French bean leaf curl virus :French bean leaf curl virus:ssDNA(+/-):Phaseolus vulgaris:GCF_000899775.1
phaseolus_vulgaris	phaseolus vulgaris	French bean severe leaf curl virus :French bean severe leaf curl virus:ssDNA(+/-):Phaseolus vulgaris:GCF_000899975.1
phaseolus_vulgaris	phaseolus vulgaris	Groundnut rosette assistor virus :Groundnut rosette assistor virus:ssRNA(+):Arachis:GCF_023141605.1
phaseolus_vulgaris	phaseolus vulgaris	Horsegram yellow mosaic virus :Horsegram yellow mosaic virus:ssDNA(+/-):Macrotyloma uniflorum:GCF_000840965.1
phaseolus_vulgaris	phaseolus vulgaris	Lettuce chlorosis virus :Lettuce chlorosis virus:ssRNA(+):Lactuca sativa:GCF_000885635.1
phaseolus_vulgaris	phaseolus vulgaris	Macroptilium yellow mosaic Florida virus :Macroptilium yellow mosaic Florida virus:ssDNA(+/-)::GCF_000844525.1
phaseolus_vulgaris	phaseolus vulgaris	Macroptilium yellow spot virus :Macroptilium yellow spot virus:ssDNA(+/-):Macroptilium lathyroides:GCF_000895435.1
phaseolus_vulgaris	phaseolus vulgaris	Merremia mosaic virus :Merremia mosaic virus:ssDNA(+/-)::GCF_000867165.1
phaseolus_vulgaris	phaseolus vulgaris	Mungbean yellow mosaic India virus :Mungbean yellow mosaic India virus:ssDNA(+/-)::GCF_000858565.1
phaseolus_vulgaris	phaseolus vulgaris	Mungbean yellow mosaic virus :Mungbean yellow mosaic virus:ssDNA(+/-)::GCF_000845225.1
phaseolus_vulgaris	phaseolus vulgaris	Papaya leaf curl China virus :Papaya leaf curl China virus:ssDNA(+/-):Ageratum conyzoides:GCF_000846865.1
phaseolus_vulgaris	phaseolus vulgaris	Peanut mottle virus :Peanut mottle virus:ssRNA(+)::GCF_000860725.1
phaseolus_vulgaris	phaseolus vulgaris	Peanut stunt virus :Peanut stunt virus:ssRNA(+):Vigna unguiculata:GCF_000863785.1
phaseolus_vulgaris	phaseolus vulgaris	Pelargonium vein banding virus :Pelargonium vein banding virus:dsDNA-RT:Pelargonium x hortorum:GCF_000886835.1
phaseolus_vulgaris	phaseolus vulgaris	Pepper leaf curl Bangladesh virus :Pepper leaf curl Bangladesh virus:ssDNA(+/-)::GCF_000842805.1
phaseolus_vulgaris	phaseolus vulgaris	Pepper leafroll virus :Pepper leafroll virus:ssDNA(+/-):Capsicum baccatum var. pendulum:GCF_004787035.2
phaseolus_vulgaris	phaseolus vulgaris	Phaseolus vulgaris alphaendornavirus 1 :Phaseolus vulgaris alphaendornavirus 1:dsRNA:Phaseolus vulgaris:GCF_002820445.1
phaseolus_vulgaris	phaseolus vulgaris	Phaseolus vulgaris alphaendornavirus 2 :Phaseolus vulgaris alphaendornavirus 2:dsRNA:Phaseolus vulgaris:GCF_002820465.1
phaseolus_vulgaris	phaseolus vulgaris	Phaseolus vulgaris endornavirus 3 :Phaseolus vulgaris alphaendornavirus 3:dsRNA:Phaseolus vulgaris:GCF_004132405.1
phaseolus_vulgaris	phaseolus vulgaris	Phaseolus vulgaris severe mosaic virus :Comovirus phaseoli:ssRNA(+):Phaseolus vulgaris:GCF_023156755.1
phaseolus_vulgaris	phaseolus vulgaris	Plant associated genomovirus 15 :Gemycircularvirus legle1:ssDNA:Phaseolus lunatus:GCF_018584055.1
phaseolus_vulgaris	phaseolus vulgaris	Rhynchosia yellow mosaic betasatellite :Rhynchosia yellow mosaic betasatellite:ssDNA:Phaseolus vulgaris:GCF_002830185.1
phaseolus_vulgaris	phaseolus vulgaris	Rhynchosia yellow mosaic virus :Rhynchosia yellow mosaic virus:ssDNA(+/-):Rhynchosia minima:GCF_002986835.1
phaseolus_vulgaris	phaseolus vulgaris	Sida golden mosaic virus :Sida golden mosaic virus:ssDNA(+/-)::GCF_000837905.1
phaseolus_vulgaris	phaseolus vulgaris	Southern bean mosaic virus :Southern bean mosaic virus:ssRNA(+)::GCF_000860745.1
phaseolus_vulgaris	phaseolus vulgaris	Soybean mosaic virus :Soybean mosaic virus:ssRNA(+)::GCF_000862465.1
phaseolus_vulgaris	phaseolus vulgaris	Squash leaf curl virus :Squash leaf curl virus:ssDNA(+/-)::GCF_000837705.1
phaseolus_vulgaris	phaseolus vulgaris	Strawberry latent ringspot virus :Stralarivirus fragariae:ssRNA(+)::GCF_000857165.1
phaseolus_vulgaris	phaseolus vulgaris	Tobacco curly shoot betasatellite :Tobacco curly shoot betasatellite:ssDNA::GCF_000845605.1
phaseolus_vulgaris	phaseolus vulgaris	Tobacco curly shoot virus :Tobacco curly shoot virus:ssDNA(+/-):Solanum lycopersicum:GCF_000859325.1
phaseolus_vulgaris	phaseolus vulgaris	Tobacco leaf curl Cuba virus :Tobacco leaf curl Cuba virus:ssDNA(+/-):Phaseolus vulgaris:GCF_002310935.1
phaseolus_vulgaris	phaseolus vulgaris	Tobacco ringspot virus :Nepovirus nicotianae:ssRNA(+)::GCF_000856105.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato chlorosis virus :Tomato chlorosis virus:ssRNA(+):Solanum lycopersicum:GCF_000864085.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato chlorotic spot virus :Orthotospovirus tomatoflavi:ssRNA(+/-)::GCF_002270845.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Bangladesh betasatellite :Tomato leaf curl Bangladesh betasatellite:ssDNA:Carica papaya:GCF_018583345.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Bangladesh betasatellite :Tomato leaf curl Bangladesh betasatellite:ssDNA:Chrysanthemum sp.:GCF_018583485.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Bangladesh betasatellite :Tomato leaf curl Bangladesh betasatellite:ssDNA:Solanum lycopersicum:GCF_002987895.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Bangladesh betasatellite :Tomato leaf curl Bangladesh betasatellite:ssDNA:Solanum lycopersicum:GCF_018583915.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA::GCF_000848965.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_002987905.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_002987995.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_018577855.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl betasatellite :Tomato leaf curl betasatellite:ssDNA:Solanum lycopersicum:GCF_018580585.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl China betasatellite :Tomato leaf curl China betasatellite:ssDNA::GCF_000862785.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl China betasatellite :Tomato leaf curl China betasatellite:ssDNA::GCF_002988005.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Gujarat virus :Tomato leaf curl Gujarat virus:ssDNA(+/-)::GCF_000841205.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Joydebpur betasatellite :Tomato leaf curl Joydebpur betasatellite:ssDNA:Capsicum frutescens:GCF_000871425.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Joydebpur betasatellite :Tomato leaf curl Joydebpur betasatellite:ssDNA:Momordica dioica:GCF_018583365.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Joydebpur betasatellite :Tomato leaf curl Joydebpur betasatellite:ssDNA:Solanum lycopersicum:GCF_002987935.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Joydebpur virus :Tomato leaf curl Joydebpur virus:ssDNA(+/-):Solanum lycopersicum:GCF_000864425.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Palampur virus :Tomato leaf curl Palampur virus:ssDNA(+/-):Solanum lycopersicum:GCF_000875365.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato leaf curl Sudan virus :Tomato leaf curl Sudan virus:ssDNA(+/-)::GCF_000842665.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato mosaic virus :Tomato mosaic virus:ssRNA(+):Solanum lycopersicum:GCF_000853705.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato severe rugose virus :Tomato severe rugose virus:ssDNA(+/-):Capsicum frutescens:GCF_000874065.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato yellow leaf curl China virus :Tomato yellow leaf curl China virus:ssDNA(+/-):Solanum lycopersicum:GCF_000862185.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato yellow leaf curl Malaga virus :Tomato yellow leaf curl Malaga virus:ssDNA(+/-)::GCF_000842905.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato yellow leaf curl Thailand virus :Tomato yellow leaf curl Thailand virus:ssDNA(+/-)::GCF_000857225.1
phaseolus_vulgaris	phaseolus vulgaris	Tomato yellow leaf curl virus :Tomato yellow leaf curl virus:ssDNA(+/-):Capsicum annuum:GCF_000858205.1
phaseolus_vulgaris	phaseolus vulgaris	Watermelon mosaic virus :Watermelon mosaic virus:ssRNA(+)::GCF_000856625.1
phaseolus_vulgaris	phaseolus vulgaris	Zucchini yellow mosaic virus :Zucchini yellow mosaic virus:ssRNA(+):Luffa aegyptiaca:GCF_000861645.1
phasianidae_	phasianidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
phasianidae_	phasianidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
phasianinae_	phasianinae	Avian metaavulavirus 2 :Metaavulavirus yucaipaense:ssRNA(-):Gallus gallus:GCF_002989675.1
phasianinae_	phasianinae	Avian metapneumovirus :Metapneumovirus avis:ssRNA(-)::GCF_002989735.1
phasianinae_	phasianinae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
phasianinae_	phasianinae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
phasianinae_	phasianinae	Avian orthoreovirus :Avian orthoreovirus:dsRNA::GCF_000891595.1
phasianinae_	phasianinae	Avian orthoreovirus :Avian orthoreovirus:dsRNA:Hypsipetes amaurotis:GCF_003092915.1
phasianinae_	phasianinae	Bagaza virus :Orthoflavivirus bagazaense:ssRNA(+):Culicidae:GCF_000883735.1
phasianinae_	phasianinae	Eastern equine encephalitis virus :Eastern equine encephalitis virus:ssRNA(+)::GCF_000862705.1
phasianinae_	phasianinae	Fowlpox virus :Fowlpox virus:dsDNA::GCF_000838605.1
phasianinae_	phasianinae	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1
phasianinae_	phasianinae	Influenza A virus (A/Hong Kong/1073/99(H9N2)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000851145.1
phasianinae_	phasianinae	Parrot bornavirus 4 :Orthobornavirus alphapsittaciforme:ssRNA(-):Ara ararauna:GCF_001430055.5
phasianinae_	phasianinae	Turkey astrovirus 2 :Avastrovirus 3:ssRNA(+)::GCF_000856205.1
phasianinae_	phasianinae	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
phasianinae_	phasianinae	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
phasianus_colchicus	phasianus colchicus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
phasianus_colchicus	phasianus colchicus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
phasianus_colchicus	phasianus colchicus	Avian orthoreovirus :Avian orthoreovirus:dsRNA::GCF_000891595.1
phasianus_colchicus	phasianus colchicus	Avian orthoreovirus :Avian orthoreovirus:dsRNA:Hypsipetes amaurotis:GCF_003092915.1
phasianus_colchicus	phasianus colchicus	Eastern equine encephalitis virus :Eastern equine encephalitis virus:ssRNA(+)::GCF_000862705.1
phasianus_colchicus	phasianus colchicus	Farmington virus :Farmington virus:ssRNA(-):Aves:GCF_000926315.1
phasianus_colchicus	phasianus colchicus	Infectious bronchitis virus :Avian coronavirus:ssRNA(+):Gallus gallus:GCF_012271575.1
phasianus_colchicus	phasianus colchicus	Jingmen picorna-like virus :Jingmen picorna-like virus:RNA:Phasianus colchicus:GCF_001961255.1
phasianus_colchicus	phasianus colchicus	Jingmen tombus-like virus 1 :Jingmen tombus-like virus 1:RNA:Phasianus colchicus:GCF_002008755.1
phasianus_colchicus	phasianus colchicus	Jingmen tombus-like virus 2 :Jingmen tombus-like virus 2:RNA:Phasianus colchicus:GCF_002004055.1
phasianus_colchicus	phasianus colchicus	Usutu virus :Orthoflavivirus usutuense:ssRNA(+)::GCF_000854945.1
phasianus_colchicus	phasianus colchicus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
phasianus_colchicus	phasianus colchicus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
phasianus_	phasianus	Eastern equine encephalitis virus :Eastern equine encephalitis virus:ssRNA(+)::GCF_000862705.1
phasianus_versicolor	phasianus versicolor	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
phasianus_versicolor	phasianus versicolor	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
phelipanche_ramosa	phelipanche ramosa	Tomato yellow leaf curl virus :Tomato yellow leaf curl virus:ssDNA(+/-):Capsicum annuum:GCF_000858205.1
pheucticus_melanocephalus	pheucticus melanocephalus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
pheucticus_melanocephalus	pheucticus melanocephalus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
philander_opossum	philander opossum	Araguari virus :Quaranjavirus araguariense:ssRNA(-):Philander opossum:GCF_023156995.1
philander_opossum	philander opossum	Piry virus :Vesiculovirus piry:ssRNA(-):Philander opossum:GCF_002816055.1
philantomba_maxwellii	philantomba maxwellii	Tai Forest hepadnavirus :Tai Forest hepadnavirus:dsDNA-RT:Philantomba maxwellii:GCF_013088395.1
philantomba_monticola	philantomba monticola	Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1
philantomba_monticola	philantomba monticola	Philantomba monticola polyomavirus 1 :Alphapolyomavirus philantombae:dsDNA:Philantomba monticola:GCF_004132765.1
philantomba_monticola	philantomba monticola	Rift Valley fever virus :Phlebovirus riftense:ssRNA(+/-)::GCF_000847345.1
philoctetes_bogdanovii	philoctetes bogdanovii	hymenopteran phasma-related virus OKIAV228 :Orthophasmavirus philoctetis:ssRNA(-):Philoctetes bogdanovii:GCF_027921385.1
philodendron_	philodendron	Hippeastrum chlorotic spot virus :Orthotospovirus hippeflavi:ssRNA(+/-):Hymenocallis littoralis:GCF_013086845.1
philodromus_dispar	philodromus dispar	Lodeiro virus :Lodeiro virus:unknown:Philodromus dispar:GCF_001866895.1
philydor_erythrocercum	philydor erythrocercum	Saint Louis encephalitis virus :Orthoflavivirus louisense:ssRNA(+)::GCF_000866785.1
phlebiopsis_gigantea	phlebiopsis gigantea	Phlebiopsis gigantea mycovirus dsRNA 1 :Phlebiopsis gigantea mycovirus dsRNA 1:dsRNA:Phlebiopsis gigantea:GCF_000888155.1
phlebotominae_	phlebotominae	Ambe virus :Phlebovirus ambeense:ssRNA(+/-):Phlebotominae:GCF_002008455.1
phlebotominae_	phlebotominae	Bogoria virus :Phlebovirus bogoriaense:ssRNA(+/-):Phlebotominae:GCF_018595235.1
phlebotominae_	phlebotominae	Embossos virus :Phlebovirus embossosense:ssRNA(+/-):Phlebotominae:GCF_018595225.1
phlebotominae_	phlebotominae	Kiborgoch virus :Phlebovirus kiborgochense:ssRNA(+/-):Phlebotominae:GCF_018595245.1
phlebotominae_	phlebotominae	Perkerra virus :Phlebovirus perkerraense:ssRNA(+/-):Phlebotominae:GCF_018595255.1
phlebotominae_	phlebotominae	Rio Preto da Eva virus :Pacuvirus evaense:ssRNA(-):Phlebotominae:GCF_004789755.1
phlebotominae_	phlebotominae	Tapara virus :Phlebovirus taparaense:ssRNA(+/-):Phlebotominae:GCF_002008735.1
phlebotominae_	phlebotominae	Uriurana virus :Phlebovirus uriuranaense:ssRNA(+/-)::GCF_013086525.1
phlebotominae_	phlebotominae	Uriurana virus :Phlebovirus uriuranaense:ssRNA(+/-):Phlebotominae:GCF_002008775.1
phlebotomus_longicuspis	phlebotomus longicuspis	Sandfly fever Naples virus :Phlebovirus napoliense:ssRNA(+/-)::GCF_000854285.1
phlebotomus_longicuspis	phlebotomus longicuspis	Sandfly fever Naples virus :Phlebovirus napoliense:ssRNA(+/-)::GCF_013086675.1
phlebotomus_major	phlebotomus major	Corfou virus :Phlebovirus corfouense:ssRNA(+/-):Phlebotomus major:GCF_018594795.1
phlebotomus_papatasi	phlebotomus papatasi	Changuinola virus :Changuinola virus:dsRNA:Hylaeamys megacephalus:GCF_000911195.1
phlebotomus_papatasi	phlebotomus papatasi	Isfahan virus :Vesiculovirus isfahan:ssRNA(-):Phlebotomus papatasi:GCF_000906835.1
phlebotomus_papatasi	phlebotomus papatasi	Karimabad virus :Phlebovirus karimabadense:ssRNA(+/-):Phlebotomus papatasi:GCF_013086815.1
phlebotomus_papatasi	phlebotomus papatasi	Tehran virus :Phlebovirus tehranense:ssRNA(+/-):Phlebotomus perfiliewi:GCF_013086685.1
phlebotomus_perfiliewi	phlebotomus perfiliewi	Karimabad virus :Phlebovirus karimabadense:ssRNA(+/-):Phlebotomus papatasi:GCF_013086815.1
phlebotomus_perfiliewi	phlebotomus perfiliewi	Tehran virus :Phlebovirus tehranense:ssRNA(+/-):Phlebotomus perfiliewi:GCF_013086685.1
phlebotomus_perfiliewi	phlebotomus perfiliewi	Vesiculovirus radi :Vesiculovirus radi:ssRNA(-):Phlebotomus perfiliewi:GCF_002816075.1
phlebotomus_perniciosus	phlebotomus perniciosus	Alcube virus :Phlebovirus alcubeense:ssRNA(+/-):Phlebotomus perniciosus:GCF_013086635.1
phlebotomus_perniciosus	phlebotomus perniciosus	Massilia virus :Phlebovirus massiliaense:ssRNA(+/-):Phlebotomus perniciosus:GCF_013086805.1
phlebotomus_perniciosus	phlebotomus perniciosus	Punique virus :Phlebovirus puniqueense:ssRNA(+/-):Phlebotomus:GCF_013086285.1
phlebotomus_perniciosus	phlebotomus perniciosus	Sandfly fever Naples virus :Phlebovirus napoliense:ssRNA(+/-)::GCF_000854285.1
phlebotomus_perniciosus	phlebotomus perniciosus	Sandfly fever Naples virus :Phlebovirus napoliense:ssRNA(+/-)::GCF_013086675.1
phlebotomus_	phlebotomus	Adana virus :Phlebovirus adanaense:ssRNA(+/-):Phlebotomus:GCF_001550965.1
phlebotomus_	phlebotomus	Changuinola virus :Changuinola virus:dsRNA:Hylaeamys megacephalus:GCF_000911195.1
phlebotomus_	phlebotomus	Charleville virus :Sripuvirus charleville:ssRNA(-):Phlebotomus:GCF_013088525.1
phlebotomus_	phlebotomus	Karimabad virus :Phlebovirus karimabadense:ssRNA(+/-):Phlebotomus papatasi:GCF_013086815.1
phlebotomus_	phlebotomus	Medjerda Valley virus :Phlebovirus medjerdaense:ssRNA(+/-):Phlebotomus:GCF_013086665.1
phlebotomus_	phlebotomus	Punique virus :Phlebovirus puniqueense:ssRNA(+/-):Phlebotomus:GCF_013086285.1
phlebotomus_	phlebotomus	Rift Valley fever virus :Phlebovirus riftense:ssRNA(+/-)::GCF_000847345.1
phlebotomus_	phlebotomus	Saboya virus :Orthoflavivirus saboyaense:ssRNA(+)::GCF_002004615.1
phlebotomus_	phlebotomus	Salehabad virus :Phlebovirus salehabadense:ssRNA(+/-):Phlebotomus:GCF_013086255.1
phlebotomus_	phlebotomus	Sandfly fever Turkey virus :Phlebovirus siciliaense:ssRNA(+/-):Homo sapiens:GCF_000891955.1
phlebotomus_	phlebotomus	Toros virus :Phlebovirus torosense:ssRNA(+/-):Phlebotomus:GCF_001629845.2
phlebotomus_	phlebotomus	Zerdali virus :Phlebovirus zerdaliense:ssRNA(+/-):Phlebotomus:GCF_001629925.2
phleum_pratense	phleum pratense	Cocksfoot mild mosaic virus :Panicovirus dactylis:ssRNA(+):Phleum pratense:GCF_000875565.1
phleum_pratense	phleum pratense	Wheat streak mosaic virus :Wheat streak mosaic virus:ssRNA(+)::GCF_000862365.1
